[Script Info]
; Script generated by Aegisub 2.1.8
; http://www.aegisub.org/
PlayResX: 640
PlayResY: 480
ScriptType: v4.00+
Video Aspect Ratio: 0
Video Zoom: 6
Video Position: 0

[V4+ Styles]
Format: Name, Fontname, Fontsize, PrimaryColour, SecondaryColour, OutlineColour, BackColour, Bold, Italic, Underline, StrikeOut, ScaleX, ScaleY, Spacing, Angle, BorderStyle, Outline, Shadow, Alignment, MarginL, MarginR, MarginV, Encoding
Style: Main01,Arial,26,&H00FFFFFF,&H0000FFFF,&H00000000,&H7F404040,-1,0,0,0,100,100,0,0,1,2,1,2,80,80,30,0
Style: On Screen,Arial,24,&H0072F9FB,&H000000FF,&H00000000,&H00000000,-1,0,0,0,100,100,0,0,1,2,1,8,30,30,15,0
Style: Main02,Arial,26,&H00FFFFFF,&H0000FFFF,&H00000000,&H7F404040,-1,0,0,0,100,100,0,0,1,2,1,2,25,25,30,0
Style: On Screen red,Arial,26,&H00E9FFED,&H000000FF,&H00321F99,&H00000000,-1,0,0,0,100,100,0,0,1,2,1,8,1,1,15,0

[Events]
Format: Layer, Start, End, Style, Name, MarginL, MarginR, MarginV, Effect, Text
Dialogue: 0,0:04:56.42,0:04:58.60,Main01,Gintoki,0000,0000,0000,,Takhle někoho žádáš o laskavost?!
Dialogue: 0,0:04:58.60,0:04:59.94,Main01,Gintoki,0000,0000,0000,,Páni...
Dialogue: 0,0:04:59.94,0:05:01.16,Main01,Gintoki,0000,0000,0000,,S tímhle se nesmířím.
Dialogue: 0,0:05:04.05,0:05:06.93,Main01,Kagura,0000,0000,0000,,Ten futon vypadá pro spánek velice pohodlně.
Dialogue: 0,0:05:06.93,0:05:08.31,Main01,Kagura,0000,0000,0000,,Vyměň si ho semnou.
Dialogue: 0,0:05:08.31,0:05:10.22,Main01,Kagura,0000,0000,0000,,Budu tam spát já.
Dialogue: 0,0:05:10.22,0:05:12.05,Main01,Kagura,0000,0000,0000,,Ty spi v komoře
Dialogue: 0,0:05:12.05,0:05:13.78,Main01,Gintoki,0000,0000,0000,,Nebuď tak náročná.
Dialogue: 0,0:05:13.78,0:05:15.59,Main01,Gintoki,0000,0000,0000,,Všechny futony jsou stejné!
Dialogue: 0,0:05:15.59,0:05:18.03,Main01,Gintoki,0000,0000,0000,,Jak mám spát na tak malém místě?!
Dialogue: 0,0:05:18.03,0:05:19.41,Main01,Kagura,0000,0000,0000,,Prostě uhni.
Dialogue: 0,0:05:24.08,0:05:26.90,Main01,Kagura,0000,0000,0000,,Ah, Myslím že takhle usnu.
Dialogue: 0,0:05:26.90,0:05:29.06,Main01,Kagura,0000,0000,0000,,Na tomhle futonu možná usnu.
Dialogue: 0,0:05:29.06,0:05:31.52,Main01,Gintoki,0000,0000,0000,,Už se nikdy neprobuď ty hloupý spratku.
Dialogue: 0,0:05:32.12,0:05:33.30,Main01,Gintoki,0000,0000,0000,,Páni...
Dialogue: 0,0:05:33.30,0:05:34.29,Main01,Gintoki,0000,0000,0000,,Co je to...
Dialogue: 0,0:05:34.29,0:05:36.47,Main01,Gintoki,0000,0000,0000,,Podařilo se mi ji uspat.
Dialogue: 0,0:05:36.47,0:05:38.79,Main01,Gintoki,0000,0000,0000,,Nechci spát na studeném futonu.
Dialogue: 0,0:05:42.03,0:05:43.50,Main01,Kagura,0000,0000,0000,,Nemůžu spát
Dialogue: 0,0:05:43.50,0:05:44.93,Main01,Gintoki,0000,0000,0000,,Takže žádná změna?!
Dialogue: 0,0:05:45.35,0:05:47.37,Main01,Kagura,0000,0000,0000,,Nemá to smysl.
Dialogue: 0,0:05:47.37,0:05:49.65,Main01,Kagura,0000,0000,0000,,Nejsem ospalá.
Dialogue: 0,0:05:49.97,0:05:53.91,Main01,Kagura,0000,0000,0000,,Nemůžu usnout protože polštář smrdí jako starý chlap.
Dialogue: 0,0:05:53.91,0:05:56.27,Main01,Gintoki,0000,0000,0000,,To ty sis chtěla vyměnit futony!
Dialogue: 0,0:05:56.27,0:05:58.61,Main01,Kagura,0000,0000,0000,,Ten futon vypadá pro spánek velice pohodlně.
Dialogue: 0,0:05:58.61,0:05:59.94,Main01,Kagura,0000,0000,0000,,Veměň si ho semnou.
Dialogue: 0,0:05:59.94,0:06:01.37,Main01,Gintoki,0000,0000,0000,,To nikdy neskončí!
Dialogue: 0,0:06:01.61,0:06:03.84,Main01,Kagura,0000,0000,0000,,Nemůžu usnout
Dialogue: 0,0:06:03.84,0:06:07.36,Main01,Kagura,0000,0000,0000,,Tak jsem přemýšlela o způsobech jak usnout.
Dialogue: 0,0:06:07.36,0:06:12.48,Main01,Kagura,0000,0000,0000,,A teď, už si nejsem jistá jak mám usnout.
Dialogue: 0,0:06:12.48,0:06:14.61,Main01,Kagura,0000,0000,0000,,Zapomněla jsem jak usnout.
Dialogue: 0,0:06:14.61,0:06:16.52,Main01,Kagura,0000,0000,0000,,Jak mám usnout?
Dialogue: 0,0:06:16.52,0:06:19.89,Main01,Kagura,0000,0000,0000,,Jak mám alespoň dřímat?
Dialogue: 0,0:06:19.89,0:06:21.11,Main01,Gintoki,0000,0000,0000,,Nejdřív zkus zavřít hubu!
Dialogue: 0,0:06:21.11,0:06:23.03,Main01,Gintoki,0000,0000,0000,,Tak zavři oči a neotvírej je!
Dialogue: 0,0:06:23.03,0:06:24.89,Main01,Gintoki,0000,0000,0000,,Nakonec usneš.
Dialogue: 0,0:06:24.89,0:06:28.01,Main01,Kagura,0000,0000,0000,,Ale Gin-chan, když přestaneš a zamyslíš se nad tím,
Dialogue: 0,0:06:28.01,0:06:30.21,Main01,Kagura,0000,0000,0000,,Co je to spánek?
Dialogue: 0,0:06:30.21,0:06:34.34,Main01,Kagura,0000,0000,0000,,Když zavřeme oči, vzavřeme jen naše víčka.
Dialogue: 0,0:06:34.34,0:06:37.40,Main01,Kagura,0000,0000,0000,,Naše oční bulvy stále koukají okolo.
Dialogue: 0,0:06:37.40,0:06:41.48,Main01,Kagura,0000,0000,0000,,je tam úplná tma, ale to protože se díváme na naše víčka zevnitř.
Dialogue: 0,0:06:41.48,0:06:43.41,Main01,Kagura,0000,0000,0000,,to neznamená že spíme.
Dialogue: 0,0:06:43.41,0:06:47.83,Main01,Kagura,0000,0000,0000,,Abych ti to dokázala, když zavřeš oči přes den, je tam úplně červeno.
Dialogue: 0,0:06:47.83,0:06:50.51,Main01,Kagura,0000,0000,0000,,Co mám dělat s očníma bulvama když chci usnout?
Dialogue: 0,0:06:50.51,0:06:53.36,Main01,Kagura,0000,0000,0000,,Měla bych zírat na mé víčka?
Dialogue: 0,0:06:53.36,0:06:55.88,Main01,Kagura,0000,0000,0000,,Nebo bych měla koukat nahoru?
Dialogue: 0,0:06:55.88,0:06:57.42,Main01,Kagura,0000,0000,0000,,Co mám dělat abych-
Dialogue: 0,0:06:57.42,0:06:59.06,Main01,Gintoki,0000,0000,0000,,Nech toho!
Dialogue: 0,0:06:59.06,0:07:01.64,Main01,Gintoki,0000,0000,0000,,Teď nemůžu usnout já!
Dialogue: 0,0:07:01.83,0:07:03.40,Main01,Gintoki,0000,0000,0000,,Co s tím uděláš?!
Dialogue: 0,0:07:03.40,0:07:06.78,Main01,Gintoki,0000,0000,0000,,Způsobila jsi že nad tím musím přemýšlet a nemůžu spát!
Dialogue: 0,0:07:06.78,0:07:09.44,Main01,Gintoki,0000,0000,0000,,Díval jsem se nahoru? Nebo dolů?
Dialogue: 0,0:07:09.44,0:07:11.73,Main01,Gintoki,0000,0000,0000,,Nevím co mám dělat s očima!
Dialogue: 0,0:07:11.73,0:07:14.61,Main01,Kagura,0000,0000,0000,,A dýcháme pusou když spíme?
Dialogue: 0,0:07:14.61,0:07:15.81,Main01,Kagura,0000,0000,0000,,Nebo nosem?
Dialogue: 0,0:07:15.81,0:07:18.20,Main01,Kagura,0000,0000,0000,,Nebo vdechujeme pusou a vydechujeme nosem?
Dialogue: 0,0:07:18.20,0:07:20.35,Main01,Kagura,0000,0000,0000,,Nebo vdechujeme nosem a vydechujeme pusou?
Dialogue: 0,0:07:20.35,0:07:21.24,Main01,Gintoki,0000,0000,0000,,Nech toho!
Dialogue: 0,0:07:21.24,0:07:23.23,Main01,Kagura,0000,0000,0000,,Měla bych skřížit ruce?
Dialogue: 0,0:07:23.23,0:07:24.50,Main01,Kagura,0000,0000,0000,,Nebo bych je měla mít podél těla?
Dialogue: 0,0:07:24.50,0:07:26.08,Main01,Kagura,0000,0000,0000,,Přikryté?
Dialogue: 0,0:07:26.08,0:07:27.23,Main01,Kagura,0000,0000,0000,,Odkryté?
Dialogue: 0,0:07:27.23,0:07:29.33,Main01,Kagura,0000,0000,0000,,Jak bych měla ležet na polštáři?
Dialogue: 0,0:07:29.33,0:07:30.08,Main01,Kagura,0000,0000,0000,,Obličejem nahoru?
Dialogue: 0,0:07:30.08,0:07:31.62,Main01,Kagura,0000,0000,0000,,Obličejem dolů?
Dialogue: 0,0:07:30.66,0:07:31.62,Main01,Gintoki,0000,0000,0000,,Nech toho!
Dialogue: 0,0:07:31.62,0:07:35.07,Main01,Kagura,0000,0000,0000,,Odkud jsme přišli? Kam směřujeme?
Dialogue: 0,0:07:35.07,0:07:38.10,Main01,Kagura,0000,0000,0000,,Co je za okrajem vesmíru?
Dialogue: 0,0:07:38.10,0:07:40.49,Main01,Kagura,0000,0000,0000,,Proč anime vydělává málo peněz?
Dialogue: 0,0:07:40.10,0:07:41.30,Main01,Gintoki,0000,0000,0000,,Nech toho!
Dialogue: 0,0:07:42.36,0:07:43.74,Main01,Gintoki,0000,0000,0000,,Nemůžu usnout!
Dialogue: 0,0:07:43.74,0:07:45.92,Main01,Gintoki,0000,0000,0000,,Už nejsem ani ospalý!
Dialogue: 0,0:07:45.92,0:07:48.23,Main01,Gintoki,0000,0000,0000,,Vždycky bylo tak těžké usnout?!
Dialogue: 0,0:07:48.23,0:07:51.89,Main01,Gintoki,0000,0000,0000,,Procházeli jsme takovým utrpením každou noc?!
Dialogue: 0,0:07:51.89,0:07:53.99,Main01,Kagura,0000,0000,0000,,Co je to spánek?
Dialogue: 0,0:07:53.99,0:07:54.88,Main01,Gintoki,0000,0000,0000,,Zmlkni!
Dialogue: 0,0:07:54.88,0:07:57.74,Main01,Gintoki,0000,0000,0000,,Nikdy neusneš pokud budeš věci tak komplikovat!
Dialogue: 0,0:07:57.74,0:07:59.39,Main01,Gintoki,0000,0000,0000,,To jsi tak neschopná?!
Dialogue: 0,0:07:59.39,0:08:01.69,Main01,Gintoki,0000,0000,0000,,Dokonce i Ken Takakura by odvedl lepší práci!
Dialogue: 0,0:07:59.39,0:08:04.70,On Screen,Gintoki,0000,0000,0000,,[Note: Herec Ken Takakura pro jeho frázi, "Jsem neschopný."]
Dialogue: 0,0:08:02.13,0:08:04.70,Main01,Kagura,0000,0000,0000,,Cítím se víc a víc vzhůru.
Dialogue: 0,0:08:04.70,0:08:05.96,Main01,Kagura,0000,0000,0000,,Co mám dělat?
Dialogue: 0,0:08:05.96,0:08:08.49,Main01,Kagura,0000,0000,0000,,Tímhle tempem nikdy neusnu.
Dialogue: 0,0:08:08.49,0:08:10.55,Main01,Gintoki,0000,0000,0000,,Dej mi pokoj.
Dialogue: 0,0:08:10.55,0:08:12.82,Main01,Gintoki,0000,0000,0000,,Neřekl jsem ti že máme zítra práci?
Dialogue: 0,0:08:12.82,0:08:15.28,Main01,Gintoki,0000,0000,0000,,Jsou 2:30 ráno.
Dialogue: 0,0:08:15.28,0:08:17.22,Main01,Gintoki,0000,0000,0000,,Zítra musíme vstávat v 7:00.
Dialogue: 0,0:08:17.22,0:08:19.92,Main01,Gintoki,0000,0000,0000,,Už máme jen čtyři a půl hodiny spánku.
Dialogue: 0,0:08:19.92,0:08:22.17,Main01,Gintoki,0000,0000,0000,,Více spánku měl i hajzl Napoleon když se probudil.
Dialogue: 0,0:08:22.17,0:08:27.39,Main01,Gintoki,0000,0000,0000,,"Můj slovník říká že spím jen tři hodiny, ale já čtu mezi řádky!"
Dialogue: 0,0:08:22.17,0:08:29.14,On Screen,Gintoki,0000,0000,0000,,[Note:Napoleon je známý protože spal tři hodiny denně. Je také známý pro jeho citát "Slovo nemožné není v mém slovníku.""]
Dialogue: 0,0:08:27.39,0:08:29.14,Main01,Kagura,0000,0000,0000,,Co mám dělat?
Dialogue: 0,0:08:29.14,0:08:31.31,Main01,Kagura,0000,0000,0000,,Neusni dříve než já, Gin-chan.
Dialogue: 0,0:08:31.31,0:08:34.15,Main01,Gintoki,0000,0000,0000,,Zaprvé, přestaň na to myslet.
Dialogue: 0,0:08:34.15,0:08:35.58,Main01,Gintoki,0000,0000,0000,,Nepoužívej hlavu.
Dialogue: 0,0:08:37.03,0:08:38.34,Main01,Gintoki,0000,0000,0000,,Okay?
Dialogue: 0,0:08:38.34,0:08:42.70,Main01,Gintoki,0000,0000,0000,,Spánek není  něco co si můžeš vědomě vynutit.
Dialogue: 0,0:08:45.65,0:08:50.61,Main01,Gintoki,0000,0000,0000,,Lidé kteří žijí běžné životy, spí přirozeně v noci.
Dialogue: 0,0:08:51.20,0:08:54.50,Main01,Gintoki,0000,0000,0000,,pokud celý den pracuješ se spocenou prdelí,
Dialogue: 0,0:08:54.50,0:08:56.58,Main01,Gintoki,0000,0000,0000,,budeš tak unavená, že pohodlně usneš.
Dialogue: 0,0:08:56.58,0:08:59.07,Main01,Gintoki,0000,0000,0000,,Tak má spánek fungovat.
Dialogue: 0,0:09:00.42,0:09:02.21,Main01,Kagura,0000,0000,0000,,Chápu...
Dialogue: 0,0:09:02.21,0:09:06.84,Main01,Kagura,0000,0000,0000,,Nemůžu usnout protože jsem se celý den válela.
Dialogue: 0,0:09:06.84,0:09:08.14,Main01,Gintoki,0000,0000,0000,,Že?
Dialogue: 0,0:09:08.14,0:09:12.51,Main01,Gintoki,0000,0000,0000,,Probém je ve tvém životním stylu, ne ve tvém stylu spánku.
Dialogue: 0,0:09:08.70,0:09:14.59,On Screen,,0000,0000,0000,,["Neflákej se tady! Pomož mi uklidit dům!"]
Dialogue: 0,0:09:12.51,0:09:14.60,Main01,Kagura,0000,0000,0000,,Že to říkáš zrovna ty.
Dialogue: 0,0:09:14.92,0:09:18.00,Main01,Gintoki,0000,0000,0000,,jestli tomu rozumíš, jdi si zaběhat.
Dialogue: 0,0:09:18.00,0:09:20.75,Main01,Gintoki,0000,0000,0000,,Chybí ti únava.
Dialogue: 0,0:09:20.75,0:09:21.92,Main01,Kagura,0000,0000,0000,,Chápu.
Dialogue: 0,0:09:21.92,0:09:24.02,Main01,Kagura,0000,0000,0000,,Půjdu si ven zaběhat.
Dialogue: 0,0:09:24.60,0:09:27.11,Main01,Kagura,0000,0000,0000,,Gin-chan, neusínej dříve než já.
Dialogue: 0,0:09:27.11,0:09:28.47,Main01,Kagura,0000,0000,0000,,Raději zůstaň vzhůru.
Dialogue: 0,0:09:33.96,0:09:35.25,Main01,Kagura,0000,0000,0000,,Gin-chan...
Dialogue: 0,0:09:36.93,0:09:38.47,Main01,Kagura,0000,0000,0000,,Hey, Gin-chan...
Dialogue: 0,0:09:41.41,0:09:43.46,Main01,Kagura,0000,0000,0000,,Nemůžu usnout.
Dialogue: 0,0:09:44.58,0:09:46.07,Main01,Kagura,0000,0000,0000,,Běhala jsem...
Dialogue: 0,0:09:46.07,0:09:47.22,Main01,Kagura,0000,0000,0000,,Ale teď...
Dialogue: 0,0:09:48.41,0:09:50.63,Main01,Kagura,0000,0000,0000,,Je mi horko...
Dialogue: 0,0:09:50.63,0:09:52.05,Main01,Kagura,0000,0000,0000,,Nemůžu usnout.
Dialogue: 0,0:09:53.09,0:09:56.69,Main01,Gintoki,0000,0000,0000,,Kdo ti říkal abys tam vypustila duši?!
Dialogue: 0,0:09:56.69,0:09:59.27,Main01,Gintoki,0000,0000,0000,,Jasně že nemůžeš usnout když jsi tak spocená!
Dialogue: 0,0:09:59.27,0:10:02.99,Main01,Kagura,0000,0000,0000,,Napadlo mě že usnu rychlji když budu více vyčerpaná,
Dialogue: 0,0:10:02.99,0:10:05.49,Main01,Kagura,0000,0000,0000,,tak jsem si dala 50 kol okolo města.
Dialogue: 0,0:10:05.49,0:10:06.87,Main01,Kagura,0000,0000,0000,,Spánek je nyní vyloučen.
Dialogue: 0,0:10:06.87,0:10:10.22,Main01,Kagura,0000,0000,0000,,Mám pocit že jsou všechny mé buňky v pohybu.
Dialogue: 0,0:10:10.22,0:10:11.35,Main01,Gintoki,0000,0000,0000,,Tak ot cítíš?
Dialogue: 0,0:10:11.35,0:10:14.00,Main01,Gintoki,0000,0000,0000,,Tvé mozkové buňky umírají!
Dialogue: 0,0:10:14.00,0:10:17.46,Main01,Gintoki,0000,0000,0000,,Nemůžeš usnout po takovém náročném cvičení!
Dialogue: 0,0:10:17.46,0:10:20.44,Main01,Gintoki,0000,0000,0000,,Jdi se vykoupat, ochladíš se!
Dialogue: 0,0:10:20.44,0:10:22.60,Main01,Gintoki,0000,0000,0000,,Teď je můj futon celý spocený!
Dialogue: 0,0:10:23.06,0:10:24.30,Main01,Kagura,0000,0000,0000,,Ne.
Dialogue: 0,0:10:24.30,0:10:25.89,Main01,Kagura,0000,0000,0000,,Na to nemám čas.
Dialogue: 0,0:10:25.89,0:10:28.34,Main01,Kagura,0000,0000,0000,,Musím usnout tak brzy jak je to jen možné.
Dialogue: 0,0:10:33.48,0:10:35.85,Main01,Gintoki,0000,0000,0000,,Jsi zaneprázdněná osoba, huh?
Dialogue: 0,0:10:35.85,0:10:37.09,Main01,Gintoki,0000,0000,0000,,nejdřív chceš usnout.
Dialogue: 0,0:10:37.09,0:10:38.23,Main01,Gintoki,0000,0000,0000,,Teď máš hlad.
Dialogue: 0,0:10:38.23,0:10:39.36,Main01,Gintoki,0000,0000,0000,,Závidím ti!
Dialogue: 0,0:10:39.36,0:10:41.91,Main01,Gintoki,0000,0000,0000,,Musí být zábava mít tolik věcí napráci!
Dialogue: 0,0:10:41.91,0:10:44.12,Main01,Kagura,0000,0000,0000,,To není můj žaludek, já prdím.
Dialogue: 0,0:10:44.12,0:10:47.84,Main01,Gintoki,0000,0000,0000,,Je mi jedno co to je! Můžeš být potichu?!
Dialogue: 0,0:10:47.84,0:10:49.57,Main01,Gintoki,0000,0000,0000,,jak dlouho to bude pokračovat?!
Dialogue: 0,0:10:50.63,0:10:52.39,Main01,Gintoki,0000,0000,0000,,Jsi moc hlučná, nemůžu spát.
Dialogue: 0,0:10:53.89,0:10:55.11,Main01,Gintoki,0000,0000,0000,,Fajn.
Dialogue: 0,0:10:55.11,0:10:57.05,Main01,Gintoki,0000,0000,0000,,Udělám ti nějaké jídlo.
Dialogue: 0,0:10:57.05,0:10:59.33,Main01,Gintoki,0000,0000,0000,,Zatím se běž okoupat.
Dialogue: 0,0:10:59.33,0:11:00.36,Main01,Kagura,0000,0000,0000,,Jídlo?!
Dialogue: 0,0:11:00.36,0:11:02.97,Main01,Gintoki,0000,0000,0000,,Všichni se po jídle cítí ospale, že?
Dialogue: 0,0:11:02.97,0:11:06.27,Main01,Gintoki,0000,0000,0000,,není to moc zdravé, ale takovou oběť musíš podstoupit.
Dialogue: 0,0:11:06.27,0:11:08.51,Main01,Gintoki,0000,0000,0000,,Tímhle tempem, nebudu spát ani já.
Dialogue: 0,0:11:10.32,0:11:11.61,Main01,Kagura,0000,0000,0000,,Gin-chan!
Dialogue: 0,0:11:11.61,0:11:12.14,Main01,Gintoki,0000,0000,0000,,Bože, ty smrdíš!
Dialogue: 0,0:11:12.14,0:11:14.16,Main01,Gintoki,0000,0000,0000,,Nepřibližuj se! Vykoupej se!
Dialogue: 0,0:11:14.16,0:11:15.71,Main01,Kagura,0000,0000,0000,,Díky, Gin-chan!
Dialogue: 0,0:11:20.68,0:11:21.90,Main01,Kagura,0000,0000,0000,,Gin-chan...
Dialogue: 0,0:11:22.86,0:11:25.40,Main01,Kagura,0000,0000,0000,,Hey, Gin-chan...
Dialogue: 0,0:11:25.40,0:11:30.28,On Screen,Kagura,0000,0000,0000,,[Note: Kagura používá Lamaze-ovu techniku dýchání pro nastávající matky.]
Dialogue: 0,0:11:30.28,0:11:31.38,Main01,Gintoki,0000,0000,0000,,Co děláš?
Dialogue: 0,0:11:32.33,0:11:34.53,Main01,Kagura,0000,0000,0000,,Stejně nejsem unavená.
